taxa,prop_generalist,n_host_families,n_host_species
Adelidae,0.30434782608695654,25,33
Agathiphagidae,0.5,2,4
Alucitidae,0.5,22,29
Anthelidae,0.32,37,40
Apatelodidae,0.42857142857142855,24,40
Arctiidae,0.3939393939393939,76,128
Batrachedridae,0.4666666666666667,40,72
Bombycidae,0.45,25,45
Brahmaeidae,0.5,2,3
Bucculatricidae,0.25170068027210885,167,224
Callidulidae,0,2,2
Carthaeidae,1,1,3
Cecidosidae,0.5,3,4
Choreutidae,0.45,74,125
Coleophoridae,0.42178770949720673,444,676
Cosmopterigidae,0.30659025787965616,504,666
Cossidae,0.42735042735042733,292,480
Dalceridae,0.7142857142857143,19,20
Douglasiidae,0.5,4,6
Drepanidae,0.5294117647058824,120,241
Elachistidae,0.36363636363636365,111,202
Epermeniidae,0.45161290322580644,33,60
Eriocottidae,0.2,7,7
Eriocraniidae,0.4375,17,34
Eupterotidae,0.4418604651162791,92,123
Gelechiidae,0.39146230699364215,1344,2201
Geometridae,0.544593088071349,4280,6985
Glyphipterigidae,0.2608695652173913,25,32
Gracillariidae,0.42700729927007297,1307,2264
Hedylidae,0,6,6
Heliodinidae,0.45161290322580644,31,56
Heliozelidae,0.1568627450980392,53,62
Hepialidae,0.5949367088607594,220,290
Hesperiidae,0.536067892503536,956,2195
Hyblaeidae,0.625,24,73
Hypertrophidae,0.2857142857142857,7,9
Immidae,0.09090909090909091,29,29
Incurvariidae,0.3684210526315789,28,48
Lacturidae,0.25,9,10
Lasiocampidae,0.5446428571428571,896,1526
Lecithoceridae,0,1,1
Lemoniidae,0.5,2,3
Limacodidae,0.5977011494252874,1108,1471
Lycaenidae,0.47271487039563437,2662,4306
Lymantriidae,1,4,4
Lyonetiidae,0.4,130,245
Micropterigidae,0.25,4,7
Mimallonidae,0.3684210526315789,28,43
Nepticulidae,0.3888888888888889,385,747
Noctuidae,0.5410876132930513,8060,13338
Nolidae,0.45353159851301117,467,769
Nymphalidae,0.5947368421052631,2516,6107
Oecophoridae,0.5,4,9
Oenosandridae,0,2,2
Opostegidae,0.5,2,4
Palaephatidae,0,6,6
Papilionidae,0.6752136752136753,220,956
Pieridae,0.6837060702875399,564,1744
Prodoxidae,0.3409090909090909,46,103
Psychidae,0.5574468085106383,838,1191
Pterophoridae,0.4115384615384615,364,559
Pyralidae,0.4595959595959596,3200,5317
Roeslerstammiidae,0.1111111111111111,10,11
Saturniidae,0.7119266055045872,2214,4024
Schreckensteiniidae,0.5,4,8
Scythrididae,0.27848101265822783,99,134
Sphingidae,0.7070422535211267,1020,2205
Thyrididae,0.47560975609756095,132,184
Tineidae,0.3452914798206278,480,543
Tischeriidae,0.5818181818181818,62,133
Tortricidae,0.5098135426889107,4506,7336
Uraniidae,0.3023255813953488,48,75
Urodidae,0.6666666666666666,7,9
Yponomeutidae,0.41916167664670656,408,710
Zygaenidae,0.4818181818181818,179,269
NA,0,3,3
Acherontiini,0.8125,155,431
Acraeini,0.5595238095238095,147,226
Agalopini,1,1,2
Amathusiini,0.47619047619047616,29,49
Amblypodiini,0.6,10,21
Ambulycini,0.6923076923076923,27,43
Amphipyrini,0.8,61,111
Anaeini,0.4,36,68
Aphnaeini,0.3333333333333333,11,12
Arhopalini,0.38095238095238093,79,109
Artonini,0.42105263157894735,26,40
Biblidini,0.45454545454545453,120,228
Brassolini,0.6,50,82
Candalidini,0.07142857142857142,30,16
Chalcosiini,0.4375,36,45
Charaxini,0.6428571428571429,273,478
Cheritrini,1,9,8
Coeini,1,17,27
Cossini,0.34285714285714286,74,105
Cyclosiini,0.8,12,18
Cyrestini,0.5384615384615384,17,57
Danaini,0.6933333333333334,135,474
Deudorigini,0.7567567567567568,175,222
Dilophonotini,0.7560975609756098,84,193
Elymniini,0.4166666666666667,89,216
Endagriini,1,1,2
Eumaeini,0.43209876543209874,365,530
Euxanthini,1,8,16
Glottulini,0.8,38,77
Haeterini,1,1,2
Heliconiini,0.7153284671532847,225,791
Heteropanini,1,2,2
Holcocerini,1,2,2
Horagini,1,6,7
Hypolycaenini,0.2727272727272727,48,50
Iolaini,0.8545454545454545,62,123
Ithomiini,0.5,65,151
Kallimini,0.8450704225352113,177,556
Lachnocnemini,0.5,15,23
Limenitidini,0.5233644859813084,151,277
Liphyrini,0.5,2,3
Liptenini,0.14285714285714285,46,41
Loxurini,0.5,3,4
Luciini,0.06896551724137931,64,32
Lycaenesthini,0.6875,85,112
Macroglossini,0.6666666666666666,428,779
Melanitini,0.6666666666666666,8,56
Melitaeini,0.7121212121212122,129,369
Micragoniini,0.2857142857142857,8,11
Miletini,0.6666666666666666,6,15
Morphini,0.8421052631578947,47,96
Neptini,0.5,114,199
Niphandini,1,2,2
Nymphalini,0.84,166,492
Pallini,1,6,9
Papilionini,0.6810344827586207,219,955
Parthenini,0.5,3,4
Passovini,0,2,2
Pentilini,0,15,12
Philampelini,1,18,52
Polyommatini,0.6473988439306358,378,980
Poritiini,0,2,2
Preponini,0.5714285714285714,12,15
Prothoini,1,1,2
Pseudergolini,0.6666666666666666,8,16
Pyrrhopygini,0.5,13,17
Rhodoneurini,0.4375,19,29
Satyrini,0.5166666666666667,207,497
Siculodini,0.4,20,23
Smerinthini,0.6935483870967742,153,343
Spalgini,1,9,24
Sphingini,0.7246376811594203,191,470
Sphingulini,1,10,18
Tarakini,1,1,5
Tellervini,1,2,2
Theclini,0.15384615384615385,76,71
Tomarini,0,2,2
Tortricini,0.7064220183486238,247,483
Vagrantini,1,3,7
Xyleutini,0.28205128205128205,72,112
Zesiusini,1,8,5
Zeuzerini,0.6818181818181818,106,216
NA,0.48546303929651,37218,59712
Acontiinae,0.4090909090909091,126,144
Acronictinae,0.6045197740112994,554,966
Aediinae,0.5,5,10
Agaristinae,0.578125,109,156
Agdistinae,0.42857142857142855,18,25
Agliinae,1,11,30
Alsophilinae,0.8888888888888888,32,80
Amphipyrinae,0.8,61,111
Anacampsinae,0.3,22,42
Anthelinae,0.34782608695652173,35,38
Apaturinae,0.47058823529411764,43,71
Archiearinae,1,6,9
Aristotelia,0.36363636363636365,56,67
Arsenurinae,0.6111111111111112,35,51
Bagisarinae,0.6666666666666666,27,53
Baroniinae,0,1,1
Biblidinae,0.45454545454545453,120,228
Bombycinae,0.5714285714285714,18,38
Brachmiinae,0.2222222222222222,10,12
Brenthiinae,0.3333333333333333,15,21
Bryophilinae,0.3333333333333333,12,19
Calinaginae,1,1,2
Callizygaeninae,0,1,1
Catoptinae,0,1,1
Cemiostominae,0.3404255319148936,55,102
Ceratocampinae,0.7638888888888888,237,509
Chalcosiinae,0.625,68,95
Charaxinae,0.6139240506329114,336,588
Chelariinae,0.4342105263157895,124,200
Chondrosteginae,1,3,3
Choreutinae,0.4782608695652174,57,101
Chrysauginae,0.4666666666666667,19,28
Chrysopeleiinae,0.14285714285714285,15,18
Coeliadinae,0.7,73,125
Coliadinae,0.7608695652173914,201,665
Compsocteninae,0.25,6,6
Condicinae,0.45,33,78
Cosmopteriginae,0.4112903225806452,226,314
Cossinae,0.3783783783783784,77,109
Cossulinae,0.5,4,5
Crambinae,0.5572519083969466,152,321
Cuculliinae,0.5357142857142857,71,127
Curetinae,0.5555555555555556,15,18
Cybalomiinae,0.2857142857142857,12,13
Cyclidiinae,0,1,1
Cyrestinae,0.5384615384615384,17,57
Danainae,0.6102941176470589,202,627
Desmobathrinae,0.2222222222222222,10,12
Deuterocopinae,0.4,6,7
Dichomeridinae,0.46218487394957986,158,291
Dilobinae,0.4,6,25
Dismorphiinae,0.5714285714285714,9,16
Drepaninae,0.4716981132075472,73,134
Dryadaulinae,0.5,9,9
Elachistinae,0.36633663366336633,102,187
Endotrichinae,0,1,1
Ennominae,0.5742331288343558,2304,3881
Epermeniinae,0.5263157894736842,19,41
Epichnopteriginae,0.3333333333333333,3,4
Epipaschiinae,0.3211009174311927,162,220
Epipleminae,0.16,26,41
Erechthiinae,0.3783783783783784,86,106
Eriocottinae,0,1,1
Eriopinae,0.3684210526315789,45,54
Eublemminae,0.5,131,216
Eupterotinae,0.5,64,83
Eustrotiinae,0.375,21,32
Galleriinae,0.5111111111111111,136,186
Ganisa,0.6666666666666666,4,7
Gelechiinae,0.36633663366336633,121,220
Geometrinae,0.45726495726495725,480,690
Glyphipteriginae,0.15,20,24
Gracillariinae,0.4086629001883239,650,1057
Hapsiferinae,0.6363636363636364,35,43
Harmacloninae,1,2,2
Heliconiinae,0.6576576576576577,375,1024
Heliothinae,0.5354330708661418,311,633
Hemileucinae,0.6797752808988764,644,1099
Hesperiinae,0.5074626865671642,398,956
Hieroxestinae,0.46153846153846156,117,140
Hypoptinae,0,2,2
Janinae,0.5,5,6
Larentiinae,0.5991379310344828,989,1733
Lasiocampinae,0.5518867924528302,562,851
Libytheinae,0.75,12,24
Limacodinae,0.6226415094339622,396,491
Limenitidinae,0.5095541401273885,258,463
Lithocolletinae,0.48205128205128206,441,846
Lycaeninae,0.6,579,924
Lyonetiinae,0.5454545454545454,35,82
Macroglossinae,0.7083333333333334,550,1081
Macromphaliinae,0.45,41,73
Macropiratinae,0,2,2
Malacosominae,0.8,93,314
Meessiinae,0.36363636363636365,19,22
Microniinae,0,1,1
Midilinae,0,2,2
Miletinae,0.6052631578947368,54,119
Munychryiinae,0,2,2
Musotiminae,0.14285714285714285,8,8
Myrmecozelinae,0.36363636363636365,41,43
Naryciinae,0.2857142857142857,8,15
Nemapogoninae,0.3888888888888889,30,30
Nepticulinae,0.38920454545454547,377,727
Noctuina,0.875,311,742
Noctuinae,0.6170212765957447,154,263
Nymphalinae,0.8031088082901554,489,1444
Ochromolopinae,0,5,5
Ochyroticinae,0.2857142857142857,10,13
Odontiinae,0.20689655172413793,32,38
Oenochrominae,0.43478260869565216,29,41
Oiketicinae,0.6666666666666666,263,428
Orthostixinae,0,1,1
Oxyteninae,0,1,1
Panacelinae,0.25,9,16
Pantheinae,1,6,11
Papilioninae,0.6810344827586207,219,955
Pectinivalvinae,0.5,2,5
Phycitinae,0.4601449275362319,1005,1745
Phyllocnistinae,0.3220338983050847,78,127
Physoptila,0,2,2
Pierinae,0.65625,409,1209
Platychasmatinae,0,1,1
Plusiinae,0.7109375,512,895
Poecilocampinae,0.43478260869565216,104,181
Polyommatinae,0.6040816326530613,541,1231
Poritiinae,0.1111111111111111,97,81
Procridinae,0.4782608695652174,59,95
Protolechia,0,11,11
Pseudoergolinae,0.6666666666666666,8,16
Pseudopontiinae,1,2,2
Psychinae,0.5454545454545454,32,40
Pterophorinae,0.4,186,275
Pyralinae,0.3333333333333333,105,132
Pyraustinae,0.5925925925925926,397,715
Pyrginae,0.5894308943089431,365,886
Pyrrhopyginae,0.45454545454545453,29,39
Salassinae,0,1,1
Saridoscelinae,1,1,3
Saturniinae,0.2857142857142857,8,11
Satyrinae,0.5081521739130435,460,1065
Scardiinae,0.2857142857142857,9,9
Schoenobiinae,0.4166666666666667,34,59
Scopariinae,0.10526315789473684,20,21
Scythropiinae,1,1,6
Setomorphinae,1,23,24
Siculodinae,0.4375,40,55
Smerinthinae,0.6933333333333334,180,386
Sphinginae,0.7468354430379747,279,717
Sterrhinae,0.4772727272727273,252,310
Striglininae,0.65,48,79
Striphnopteryginae,0.3333333333333333,17,19
Stygiinae,1,1,2
Taleporiinae,0,1,1
Theclinae,0.4385150812064965,944,1225
Thyatirinae,0.6666666666666666,39,97
Thyridinae,0.6666666666666666,28,33
Tineinae,0.1320754716981132,72,69
Tortricinae,0.5909090909090909,2598,4156
Typhoniinae,0,2,2
Uraniinae,0.6363636363636364,14,22
Yponomeutinae,0.5,155,302
Zeuzerinae,0.4262295081967213,178,328
Zygaeninae,0.375,31,55
NA,0.46073654390934843,17821,26122
